name,def_file,def_line,src_usages,test_usages,pattern,scope
_normalise_data_modalities,calibrated_explanations\plugins\base.py,158,2,0,Consistent (Internal Only),library
_schema_keys,calibrated_explanations\plugins\base.py,198,4,0,Consistent (Internal Only),library
_config_value_matches_type,calibrated_explanations\plugins\base.py,259,4,0,Consistent (Internal Only),library
_caps,calibrated_explanations\plugins\base.py,407,2,0,Consistent (Internal Only),library
_supports_calibrated_explainer,calibrated_explanations\plugins\builtins.py,190,3,0,Consistent (Internal Only),library
_register_builtin_fast_plugins,calibrated_explanations\plugins\builtins.py,1680,2,0,Consistent (Internal Only),library
_register_builtins,calibrated_explanations\plugins\builtins.py,1819,3,0,Consistent (Internal Only),library
_context,calibrated_explanations\viz\plugins.py,49,7,2,Pattern 1 (Inter-module / Testing leaked),library
_bridge,calibrated_explanations\plugins\predict_monitor.py,53,9,0,Consistent (Internal Only),library
_normalise_sequence,calibrated_explanations\plugins\builtins.py,1391,4,0,Consistent (Internal Only),library
_register_fast_plugins,calibrated_explanations\plugins\builtins.py,1883,4,0,Consistent (Internal Only),library
_LIST_KIND_CHOICES,calibrated_explanations\plugins\cli.py,41,4,0,Consistent (Internal Only),library
_SHOW_KIND_CHOICES,calibrated_explanations\plugins\cli.py,49,2,0,Consistent (Internal Only),library
_TRUST_KIND_CHOICES,calibrated_explanations\plugins\cli.py,50,3,0,Consistent (Internal Only),library
_SINGULAR_LABELS,calibrated_explanations\plugins\cli.py,52,2,0,Consistent (Internal Only),library
_emit_header,calibrated_explanations\plugins\cli.py,84,15,0,Consistent (Internal Only),library
_format_common_metadata,calibrated_explanations\plugins\cli.py,90,11,0,Consistent (Internal Only),library
_emit_explanation_descriptor,calibrated_explanations\plugins\cli.py,97,3,0,Consistent (Internal Only),library
_emit_interval_descriptor,calibrated_explanations\plugins\cli.py,117,3,0,Consistent (Internal Only),library
_emit_plot_descriptor,calibrated_explanations\plugins\cli.py,131,3,0,Consistent (Internal Only),library
_emit_plot_builder_descriptor,calibrated_explanations\plugins\cli.py,151,3,0,Consistent (Internal Only),library
_emit_plot_renderer_descriptor,calibrated_explanations\plugins\cli.py,167,3,0,Consistent (Internal Only),library
_emit_discovery_report,calibrated_explanations\plugins\cli.py,180,5,0,Consistent (Internal Only),library
_parse_modality_filter,calibrated_explanations\plugins\cli.py,204,2,0,Consistent (Internal Only),library
_cmd_list,calibrated_explanations\plugins\cli.py,229,2,0,Consistent (Internal Only),library
_cmd_report,calibrated_explanations\plugins\cli.py,309,2,0,Consistent (Internal Only),library
_cmd_validate_plot,calibrated_explanations\plugins\cli.py,318,2,0,Consistent (Internal Only),library
_cmd_validate_interval,calibrated_explanations\plugins\cli.py,359,2,0,Consistent (Internal Only),library
_cmd_explain_interval,calibrated_explanations\plugins\cli.py,378,1,0,Consistent (Internal Only),library
_cmd_set_default,calibrated_explanations\plugins\cli.py,398,2,0,Consistent (Internal Only),library
_cmd_show,calibrated_explanations\plugins\cli.py,421,2,0,Consistent (Internal Only),library
_cmd_trust,calibrated_explanations\plugins\cli.py,452,3,0,Consistent (Internal Only),library
_emit_records,calibrated_explanations\plugins\cli.py,186,6,0,Consistent (Internal Only),library
_iter_rule_mappings,calibrated_explanations\plugins\explanations.py,456,2,0,Consistent (Internal Only),library
_validate_rule_weight_interval,calibrated_explanations\plugins\explanations.py,479,2,0,Consistent (Internal Only),library
_validate_alternative_reference_prediction,calibrated_explanations\plugins\explanations.py,510,2,0,Consistent (Internal Only),library
_validate_alternative_rule_prediction,calibrated_explanations\plugins\explanations.py,530,2,0,Consistent (Internal Only),library
_validate_numeric_interval,calibrated_explanations\plugins\explanations.py,554,4,0,Consistent (Internal Only),library
_inherits_calibrated_explanations,calibrated_explanations\plugins\explanations.py,357,2,0,Consistent (Internal Only),library
_inherits_calibrated_explanation,calibrated_explanations\plugins\explanations.py,376,2,0,Consistent (Internal Only),library
_freeze_value,calibrated_explanations\plugins\explanations.py,265,26,0,Consistent (Internal Only),library
_expected_calibration_rows,calibrated_explanations\plugins\intervals.py,198,2,0,Consistent (Internal Only),library
_split_csv,calibrated_explanations\plugins\manager.py,69,6,0,Consistent (Internal Only),library
_coerce_string_tuple,calibrated_explanations\plugins\manager.py,75,10,0,Consistent (Internal Only),library
_plugin_meta_trusted,calibrated_explanations\plugins\manager.py,85,4,0,Consistent (Internal Only),library
_trim_explanation_plugin_instances,calibrated_explanations\plugins\manager.py,900,2,0,Consistent (Internal Only),library
_default_explanation_identifiers,calibrated_explanations\plugins\manager.py,148,3,0,Consistent (Internal Only),library
_default_interval_identifiers,calibrated_explanations\plugins\manager.py,149,3,0,Consistent (Internal Only),library
_explanation_plugin_fallbacks,calibrated_explanations\plugins\manager.py,232,5,0,Consistent (Internal Only),library
_plot_plugin_fallbacks,calibrated_explanations\plugins\manager.py,248,7,0,Consistent (Internal Only),library
_explanation_preferred_identifier,calibrated_explanations\plugins\manager.py,328,5,0,Consistent (Internal Only),library
_explanation_plugin_identifiers,calibrated_explanations\plugins\manager.py,376,6,0,Consistent (Internal Only),library
_plot_style_chain,calibrated_explanations\plugins\manager.py,1410,4,0,Consistent (Internal Only),library
_explanation_contexts,calibrated_explanations\plugins\manager.py,401,4,0,Consistent (Internal Only),library
_explanation_orchestrator,calibrated_explanations\plugins\manager.py,1402,3,0,Consistent (Internal Only),library
_prediction_orchestrator,calibrated_explanations\plugins\manager.py,1403,4,0,Consistent (Internal Only),library
_reject_orchestrator,calibrated_explanations\plugins\manager.py,1404,3,0,Consistent (Internal Only),library
_is_fast_id,calibrated_explanations\plugins\manager.py,674,2,0,Consistent (Internal Only),library
_resolve_type_alias,calibrated_explanations\plugins\plots.py,21,2,0,Consistent (Internal Only),library
_ENTRYPOINT_GROUP,calibrated_explanations\plugins\registry.py,49,4,0,Consistent (Internal Only),library
_freeze_meta,calibrated_explanations\plugins\registry.py,60,10,0,Consistent (Internal Only),library
_normalise_trust,calibrated_explanations\plugins\registry.py,65,9,0,Consistent (Internal Only),library
_env_trusted_names,calibrated_explanations\plugins\registry.py,80,3,0,Consistent (Internal Only),library
_pyproject_trusted_identifiers,calibrated_explanations\plugins\registry.py,96,2,0,Consistent (Internal Only),library
_trusted_identifiers,calibrated_explanations\plugins\registry.py,114,2,0,Consistent (Internal Only),library
_env_denylist,calibrated_explanations\plugins\registry.py,119,2,0,Consistent (Internal Only),library
_should_trust,calibrated_explanations\plugins\registry.py,136,13,0,Consistent (Internal Only),library
_update_trust_keys,calibrated_explanations\plugins\registry.py,158,43,0,Consistent (Internal Only),library
_propagate_trust_metadata,calibrated_explanations\plugins\registry.py,169,13,0,Consistent (Internal Only),library
_warn_untrusted_plugin,calibrated_explanations\plugins\registry.py,199,3,0,Consistent (Internal Only),library
_log_plugin_registration_event,calibrated_explanations\plugins\registry.py,225,8,0,Consistent (Internal Only),library
_resolve_plugin_module_file,calibrated_explanations\plugins\registry.py,245,3,0,Consistent (Internal Only),library
_verify_plugin_checksum,calibrated_explanations\plugins\registry.py,266,13,0,Consistent (Internal Only),library
_EXPLANATION_PROTOCOL_VERSION,calibrated_explanations\plugins\registry.py,320,5,0,Consistent (Internal Only),library
_EXPLANATION_VALID_MODES,calibrated_explanations\plugins\registry.py,323,2,0,Consistent (Internal Only),library
_ensure_sequence,calibrated_explanations\plugins\registry.py,326,19,0,Consistent (Internal Only),library
_validate_dependencies,calibrated_explanations\plugins\registry.py,385,8,0,Consistent (Internal Only),library
_coerce_string_collection,calibrated_explanations\plugins\registry.py,390,7,0,Consistent (Internal Only),library
_normalise_dependency_field,calibrated_explanations\plugins\registry.py,431,7,0,Consistent (Internal Only),library
_normalise_tasks,calibrated_explanations\plugins\registry.py,453,3,0,Consistent (Internal Only),library
_ensure_bool,calibrated_explanations\plugins\registry.py,525,15,0,Consistent (Internal Only),library
_ensure_string,calibrated_explanations\plugins\registry.py,542,13,0,Consistent (Internal Only),library
_assert_catalog_trust_consistency,calibrated_explanations\plugins\registry.py,833,8,0,Consistent (Internal Only),library
_assert_trust_invariants,calibrated_explanations\plugins\registry.py,867,2,0,Consistent (Internal Only),library
_verify_trust_invariants_if_enabled,calibrated_explanations\plugins\registry.py,891,18,0,Consistent (Internal Only),library
_reset_explanation_plugin_catalog,calibrated_explanations\plugins\registry.py,897,4,0,Consistent (Internal Only),library
_reset_interval_plugin_catalog,calibrated_explanations\plugins\registry.py,915,4,0,Consistent (Internal Only),library
_reset_plot_plugin_catalog,calibrated_explanations\plugins\registry.py,933,4,0,Consistent (Internal Only),library
_list_descriptors,calibrated_explanations\plugins\registry.py,1971,8,0,Consistent (Internal Only),library
_refresh_descriptor_trust,calibrated_explanations\plugins\registry.py,2004,4,0,Consistent (Internal Only),library
_refresh_interval_descriptor_trust,calibrated_explanations\plugins\registry.py,2049,4,0,Consistent (Internal Only),library
_refresh_plot_builder_trust,calibrated_explanations\plugins\registry.py,2095,4,0,Consistent (Internal Only),library
_refresh_plot_renderer_trust,calibrated_explanations\plugins\registry.py,2139,4,0,Consistent (Internal Only),library
_sync_descriptor_trust_for_plugin,calibrated_explanations\plugins\registry.py,2183,6,0,Consistent (Internal Only),library
_register_legacy_plugin,calibrated_explanations\plugins\registry.py,2245,6,0,Consistent (Internal Only),library
_resolve_plugin_from_name,calibrated_explanations\plugins\registry.py,2368,5,0,Consistent (Internal Only),library
_trust_legacy_plugin,calibrated_explanations\plugins\registry.py,2395,6,0,Consistent (Internal Only),library
_untrust_legacy_plugin,calibrated_explanations\plugins\registry.py,2434,4,0,Consistent (Internal Only),library
_safe_supports,calibrated_explanations\plugins\registry.py,2472,3,0,Consistent (Internal Only),library
_ENV_TRUST_CACHE,calibrated_explanations\plugins\_testing.py,21,5,0,Consistent (Internal Only),library
_PYPROJECT_TRUST_CACHE,calibrated_explanations\plugins\_testing.py,28,7,0,Consistent (Internal Only),library
_TRUST_POLICY,calibrated_explanations\plugins\registry.py,150,5,0,Consistent (Internal Only),library
_mutation,calibrated_explanations\plugins\_testing.py,158,18,0,Consistent (Internal Only),library
_priority,calibrated_explanations\plugins\registry.py,1207,5,0,Consistent (Internal Only),library
_LAST_DISCOVERY_REPORT,calibrated_explanations\plugins\registry.py,971,9,0,Consistent (Internal Only),library
_TRUST_LOCK,calibrated_explanations\plugins\_trust.py,13,2,0,Consistent (Internal Only),library
_TRUST_CONTEXT,calibrated_explanations\plugins\_trust.py,14,6,0,Consistent (Internal Only),library
_assert_mutation_context,calibrated_explanations\plugins\_trust.py,77,4,0,Consistent (Internal Only),library
_as_2d,calibrated_explanations\preprocessing\builtin_encoder.py,73,2,0,Consistent (Internal Only),library
_safe_val,calibrated_explanations\preprocessing\builtin_encoder.py,80,2,0,Consistent (Internal Only),library
_should_raise,calibrated_explanations\utils\deprecations.py,25,2,0,Consistent (Internal Only),library
_fit,calibrated_explanations\utils\distribution_guard.py,89,1,0,Consistent (Internal Only),library
_preprocess,calibrated_explanations\utils\distribution_guard.py,116,2,0,Consistent (Internal Only),library
_scale,calibrated_explanations\utils\distribution_guard.py,162,2,0,Consistent (Internal Only),library
_numeric_features,calibrated_explanations\utils\distribution_guard.py,79,4,0,Consistent (Internal Only),library
_ohe,calibrated_explanations\utils\distribution_guard.py,150,6,0,Consistent (Internal Only),library
_knn,calibrated_explanations\utils\distribution_guard.py,102,6,0,Consistent (Internal Only),library
_cal_scores,calibrated_explanations\utils\distribution_guard.py,103,3,0,Consistent (Internal Only),library
_scale_min,calibrated_explanations\utils\distribution_guard.py,173,5,0,Consistent (Internal Only),library
_scale_range,calibrated_explanations\utils\distribution_guard.py,174,3,0,Consistent (Internal Only),library
_class,calibrated_explanations\utils\helper.py,106,3,0,Consistent (Internal Only),library
_normalize_digit_string,calibrated_explanations\utils\int_utils.py,12,2,0,Consistent (Internal Only),library
_ensure_joblib_pool_attribute,calibrated_explanations\utils\__init__.py,42,2,0,Consistent (Internal Only),library
_get_pool,calibrated_explanations\utils\__init__.py,52,1,0,Consistent (Internal Only),library
_set_pool,calibrated_explanations\utils\__init__.py,55,1,0,Consistent (Internal Only),library
_pool,calibrated_explanations\utils\__init__.py,56,1,0,Consistent (Internal Only),library
_PROBABILITY_TOL,calibrated_explanations\viz\builders.py,34,2,0,Consistent (Internal Only),library
_ensure_indexable_length,calibrated_explanations\viz\builders.py,76,48,0,Consistent (Internal Only),library
_normalize_interval_bounds,calibrated_explanations\viz\builders.py,102,4,0,Consistent (Internal Only),library
_legacy_color_brew,calibrated_explanations\viz\builders.py,122,2,0,Consistent (Internal Only),library
_legacy_get_fill_color,calibrated_explanations\viz\builders.py,151,10,0,Consistent (Internal Only),library
_EXTRA_RULE_LINE_UNITS,calibrated_explanations\viz\matplotlib_adapter.py,30,4,0,Consistent (Internal Only),library
_compact_rule_row_units,calibrated_explanations\viz\builders.py,177,4,0,Consistent (Internal Only),library
_build_probability_segments,calibrated_explanations\viz\builders.py,188,6,0,Consistent (Internal Only),library
_key,calibrated_explanations\viz\builders.py,996,4,0,Consistent (Internal Only),library
_label_for,calibrated_explanations\viz\builders.py,729,8,0,Consistent (Internal Only),library
_resolved_ylabel,calibrated_explanations\viz\builders.py,1023,3,0,Consistent (Internal Only),library
_HEADER_BAR_Y_SPAN,calibrated_explanations\viz\matplotlib_adapter.py,27,5,0,Consistent (Internal Only),library
_HEADER_Y_LIMIT,calibrated_explanations\viz\matplotlib_adapter.py,28,5,0,Consistent (Internal Only),library
_SINGLE_HEADER_HEIGHT,calibrated_explanations\viz\matplotlib_adapter.py,29,3,0,Consistent (Internal Only),library
_import_pyplot_with_retries,calibrated_explanations\viz\matplotlib_adapter.py,33,6,0,Consistent (Internal Only),library
_first_float,calibrated_explanations\viz\matplotlib_adapter.py,113,4,0,Consistent (Internal Only),library
_float_vector,calibrated_explanations\viz\matplotlib_adapter.py,125,4,0,Consistent (Internal Only),library
_finite_bounds,calibrated_explanations\viz\matplotlib_adapter.py,141,8,0,Consistent (Internal Only),library
_plot_probability_triangle,calibrated_explanations\viz\matplotlib_adapter.py,155,2,0,Consistent (Internal Only),library
_finish_non_panel_figure,calibrated_explanations\viz\matplotlib_adapter.py,191,4,0,Consistent (Internal Only),library
_body_has_multiline_labels,calibrated_explanations\viz\matplotlib_adapter.py,216,2,0,Consistent (Internal Only),library
_count_body_extra_lines,calibrated_explanations\viz\matplotlib_adapter.py,230,0,0,Pattern 3 (Completely Dead),library
_body_y_layout,calibrated_explanations\viz\matplotlib_adapter.py,244,6,0,Consistent (Internal Only),library
_set_compact_y_tick_labels,calibrated_explanations\viz\matplotlib_adapter.py,266,12,0,Consistent (Internal Only),library
_estimate_body_panel_height,calibrated_explanations\viz\matplotlib_adapter.py,274,6,0,Consistent (Internal Only),library
_resolve_panel_layout_policy,calibrated_explanations\viz\matplotlib_adapter.py,289,2,0,Consistent (Internal Only),library
_render_triangular_spec,calibrated_explanations\viz\matplotlib_adapter.py,313,2,0,Consistent (Internal Only),library
_threshold_xlabel,calibrated_explanations\viz\matplotlib_adapter.py,465,2,0,Consistent (Internal Only),library
_class_labels,calibrated_explanations\viz\matplotlib_adapter.py,481,2,0,Consistent (Internal Only),library
_global_xy,calibrated_explanations\viz\matplotlib_adapter.py,500,2,0,Consistent (Internal Only),library
_render_global_spec,calibrated_explanations\viz\matplotlib_adapter.py,564,2,0,Consistent (Internal Only),library
_regression_sign_colors,calibrated_explanations\viz\matplotlib_adapter.py,1007,2,0,Consistent (Internal Only),library
_header_caption,calibrated_explanations\viz\matplotlib_adapter.py,1027,2,0,Consistent (Internal Only),library
_render_dual_header_band,calibrated_explanations\viz\matplotlib_adapter.py,1040,4,0,Consistent (Internal Only),library
_render_single_header,calibrated_explanations\viz\matplotlib_adapter.py,1138,2,0,Consistent (Internal Only),library
_render_body,calibrated_explanations\viz\matplotlib_adapter.py,1191,2,0,Consistent (Internal Only),library
_x,calibrated_explanations\viz\matplotlib_adapter.py,616,7,0,Consistent (Internal Only),library
_x2,calibrated_explanations\viz\matplotlib_adapter.py,619,4,0,Consistent (Internal Only),library
_x3,calibrated_explanations\viz\matplotlib_adapter.py,621,3,0,Consistent (Internal Only),library
_spacer_ax,calibrated_explanations\viz\matplotlib_adapter.py,950,2,0,Consistent (Internal Only),library
_safe_str,calibrated_explanations\viz\matplotlib_adapter.py,1820,2,0,Consistent (Internal Only),library
_get_default_template_path,calibrated_explanations\viz\narrative_plugin.py,72,1,0,Consistent (Internal Only),library
_format_output,calibrated_explanations\viz\narrative_plugin.py,381,1,0,Consistent (Internal Only),library
_format_as_text,calibrated_explanations\viz\narrative_plugin.py,425,1,0,Consistent (Internal Only),library
_format_as_html,calibrated_explanations\viz\narrative_plugin.py,462,1,0,Consistent (Internal Only),library
_format_as_markdown,calibrated_explanations\viz\narrative_plugin.py,506,1,0,Consistent (Internal Only),library
_template_path,calibrated_explanations\viz\narrative_plugin.py,60,3,0,Consistent (Internal Only),library
_to_boundary_value,calibrated_explanations\viz\serializers.py,27,32,0,Consistent (Internal Only),library
_safe_floats,calibrated_explanations\viz\serializers.py,397,6,0,Consistent (Internal Only),library
_resolve_explainer,calibrated_explanations\viz\_matplotlib_compat.py,77,4,0,Consistent (Internal Only),library
_plot_probabilistic,calibrated_explanations\viz\_matplotlib_compat.py,89,4,0,Consistent (Internal Only),library
_draw_proba_triangle_lines,calibrated_explanations\viz\_matplotlib_compat.py,452,2,0,Consistent (Internal Only),library
_color_brew,calibrated_explanations\viz\_matplotlib_compat.py,784,2,0,Consistent (Internal Only),library
_get_fill_color,calibrated_explanations\viz\_matplotlib_compat.py,801,14,0,Consistent (Internal Only),library
_e,calibrated_explanations\viz\_matplotlib_compat.py,43,3,0,Consistent (Internal Only),library
_MATPLOTLIB_REQUIRED,calibrated_explanations\viz\__init__.py,131,2,0,Consistent (Internal Only),library
